onset	duration	weight	trial_type	Resp	Word
0	0	1	AV_Quiet	Yes	small
4.94	4.722	1	NULL	NA	NULL
7.41	2.301	1	AV_Quiet	NA	swim
9.88	2.441	1	AV_Quiet	NA	fire
12.35	2.45	1	AV_Quiet	Yes	fiber
17.29	4.722	1	NULL	NA	NULL
19.76	2.301	1	AV_Quiet	Yes	find
24.7	4.722	1	AV_n10_SNR	NA	arrive
27.17	2.446	1	AV_n10_SNR	NA	few
29.64	2.447	1	NULL	NA	NULL
32.11	2.301	1	AV_n10_SNR	No	shadow
37.05	4.722	1	AV_n10_SNR	NA	steer
39.52	2.436	1	AV_n10_SNR	Yes	ever
44.46	4.722	1	NULL	NA	NULL
46.93	2.301	1	AV_n5_SNR	Yes	stay
51.87	4.722	1	AV_n5_SNR	NA	worry
56.81	2.528	1	NULL	NA	NULL
59.28	2.301	1	AV_n5_SNR	Yes	sour
64.22	4.722	1	AV_n5_SNR	Yes	liar
69.16	4.722	1	AV_n5_SNR	NA	rear
71.63	2.451	1	NULL	NA	NULL
74.1	2.301	1	A_Quiet	Yes	same
79.04	4.722	1	A_Quiet	NA	ball
81.51	2.452	1	NULL	NA	NULL
83.98	2.301	1	A_Quiet	Yes	ring
88.92	4.722	1	A_Quiet	NA	area
91.39	2.44	1	NULL	NA	NULL
93.86	2.301	1	A_Quiet	NA	skill
96.33	2.445	1	AV_0_SNR	NA	pour
98.8	2.437	1	NULL	NA	NULL
101.27	2.301	1	AV_0_SNR	NA	mail
103.74	2.451	1	NULL	NA	NULL
106.21	2.301	1	AV_0_SNR	Yes	wolf
111.15	4.722	1	AV_0_SNR	Yes	ocean
116.09	4.722	1	AV_0_SNR	NA	okay
118.56	2.45	1	NULL	NA	NULL
121.03	2.301	1	AV_p5_SNR	Yes	loose
125.97	4.722	1	AV_p5_SNR	Yes	chief
130.91	4.722	1	AV_p5_SNR	NA	last
133.38	2.452	1	AV_p5_SNR	Yes	womb
138.32	4.722	1	NULL	NA	NULL
140.79	2.301	1	AV_p5_SNR	NA	shore
143.26	2.436	1	V_only_Quiet_InScanner	No	booth
148.2	4.722	1	V_only_Quiet_InScanner	Yes	fork
153.14	4.722	1	NULL	NA	NULL
155.61	2.301	1	V_only_Quiet_InScanner	No	trap
160.55	4.722	1	V_only_Quiet_InScanner	NA	long
163.02	2.453	1	V_only_Quiet_InScanner	NA	flesh
165.49	2.452	1	NULL	NA	NULL
167.96	2.301	1	AV_n10_SNR	Yes	atom
172.9	4.722	1	AV_n10_SNR	NA	bird
175.37	2.451	1	NULL	NA	NULL
177.84	2.301	1	AV_n10_SNR	Yes	staff
182.78	4.722	1	AV_n10_SNR	Yes	appear
187.72	4.722	1	NULL	NA	NULL
190.19	2.301	1	AV_n10_SNR	NA	elbow
192.66	2.456	1	AV_n5_SNR	NA	wipe
195.13	2.441	1	AV_n5_SNR	NA	heather
197.6	2.456	1	AV_n5_SNR	NA	waiver
200.07	0.804	1	NULL	NA	NULL
202.54	2.301	1	NULL	NA	NULL
205.01	2.301	1	AV_n5_SNR	Yes	base
209.95	4.722	1	AV_n5_SNR	Yes	cold
214.89	4.722	1	AV_0_SNR	NA	church
217.36	2.444	1	NULL	NA	NULL
219.83	2.301	1	AV_0_SNR	Yes	rail
224.77	4.722	1	NULL	NA	NULL
227.24	2.301	1	AV_0_SNR	Yes	through
232.18	4.722	1	AV_0_SNR	Yes	flop
237.12	4.722	1	AV_0_SNR	NA	spot
239.59	2.436	1	NULL	NA	NULL
242.06	2.301	1	A_Quiet	Yes	forge
247	4.722	1	A_Quiet	Yes	slow
251.94	4.722	1	A_Quiet	NA	thorn
254.41	2.44	1	NULL	NA	NULL
256.88	2.301	1	A_Quiet	Yes	while
261.82	4.722	1	A_Quiet	NA	four
264.29	2.452	1	NULL	NA	NULL
266.76	2.301	1	AV_p5_SNR	Yes	prove
271.7	4.721	1	AV_p5_SNR	Yes	beaver
276.64	4.722	1	NULL	NA	NULL
279.11	2.301	1	AV_p5_SNR	NA	matter
281.58	2.445	1	AV_p5_SNR	NA	color
284.05	2.445	1	AV_p5_SNR	NA	thief
286.52	2.447	1	V_only_Quiet_InScanner	No	block
291.46	4.722	1	NULL	NA	NULL
293.93	2.301	1	V_only_Quiet_InScanner	NA	flat
296.4	2.453	1	V_only_Quiet_InScanner	Yes	shallow
301.34	4.722	1	V_only_Quiet_InScanner	NA	rely
303.81	2.452	1	V_only_Quiet_InScanner	NA	safe
306.28	2.456	1	NULL	NA	NULL
308.75	2.301	1	AV_Quiet	NA	sure
311.22	2.449	1	AV_Quiet	NA	style
313.69	2.444	1	NULL	NA	NULL
316.16	2.301	1	AV_Quiet	Yes	smile
321.1	4.722	1	NULL	NA	NULL
323.57	2.301	1	AV_Quiet	Yes	fry
328.51	4.722	1	AV_Quiet	NA	moon
